Ticker,Summary,Label,Confidence,URL
GOOGLE,New proposal is for your browser to learn about your interests.,NEGATIVE,0.8508821725845337,https://finance.yahoo.com/news/google-kills-off-floc-replaces-130050952.html
GOOGLE,FLoC would let advertisers show ads based on users' browsing habits.,NEGATIVE,0.9984666109085083,https://finance.yahoo.com/news/google-offers-replacement-advertising-cookies-130850396.html
GOOGLE,Suleyman was most recently vice president of AI product management.,POSITIVE,0.9869629740715027,https://finance.yahoo.com/news/deepmind-ai-mustafa-suleyman-google-greylock-partners-152049755.html
GOOGLE,Some of the most prominent AI companies in the world are based in Africa.,POSITIVE,0.9931246638298035,https://finance.yahoo.com/news/tunisian-enterprise-ai-startup-instadeep-120357959.html
GOOGLE,"Earnings season is in full swing, with some big names set to report. Tesla, Microsoft and Google all due to report on Thursday",POSITIVE,0.9979791045188904,https://finance.yahoo.com/news/data-trek-on-why-big-tech-is-being-battered-despite-q-4-001820239.html
GOOGLE,Nvidia proposes replacing FLoC with Topics. VCs fell in love with Europe last year,POSITIVE,0.8521384596824646,https://ca.finance.yahoo.com/news/daily-crunch-google-dumps-floc-231354351.html
GOOGLE,Developer sources say Google is developing a custom processor.,NEGATIVE,0.9921349287033081,https://finance.yahoo.com/news/google-ar-headset-leak-173237029.html
GOOGLE,Fiscal third-quarter profit beats analysts’ estimates. Revenue growth seen picking up from recent quarters,POSITIVE,0.9859341979026794,https://finance.yahoo.com/news/microsoft-slowing-cloud-growth-casts-212133658.html
GOOGLE,Site claims to have leaked code for a new Chromecast. Company hasn't confirmed or denied the model is in development,NEGATIVE,0.9990363121032715,https://finance.yahoo.com/news/google-chromecast-with-google-tv-2-boreal-181018441.html
GOOGLE,Google had argued privacy settings should be dismissed. Arizona is not the first to bring such a case,NEGATIVE,0.9912421703338623,https://ca.finance.yahoo.com/news/google-cannot-escape-location-privacy-193641130.html
TSLA,"Farley wants to sell more electric vehicles, pay more attention to digital.",NEGATIVE,0.9983212351799011,https://ca.finance.yahoo.com/news/ford-aims-tesla-connected-commercial-175615294.html
TSLA,Moderna’s stock is trading near all-time highs. Company’s lead drug is in late-stage study for lung cancer,POSITIVE,0.8392941951751709,https://finance.yahoo.com/news/bof-a-on-moderna-upgrading-to-neutral-rating-on-the-tesla-of-biotech-205837705.html
TSLA,"Tesla, IBM and others due to report earnings on Thursday. Investors cautious ahead of U.S.-China trade talks",NEGATIVE,0.9168791174888611,https://finance.yahoo.com/news/tesla-abbott-labs-intel-earnings-163039281.html
TSLA,"Earnings season is in full swing, with some big names set to report. Tesla, Microsoft and Google all due to report on Thursday",POSITIVE,0.9979791045188904,https://finance.yahoo.com/news/data-trek-on-why-big-tech-is-being-battered-despite-q-4-001820239.html
TSLA,"Moody's has upgraded Tesla's corporate family rating to Ba1 from Ba1, outlook positive.",POSITIVE,0.8949053287506104,https://finance.yahoo.com/news/tesla-inc-moodys-upgrades-teslas-020806756.html
TSLA,Deal of the day: Tesla’s next-gen battery could be bigger and cheaper.,POSITIVE,0.7486724257469177,https://finance.yahoo.com/news/the-morning-after-panasonics-higher-capacity-tesla-battery-could-appear-next-year-121502013.html
TSLA,Purchases and sales details are provided by New York Strategic Advisors.,POSITIVE,0.988681435585022,https://finance.yahoo.com/news/strategic-advisors-llc-buys-nvidia-023803584.html
TSLA,Earnings season is under way with more than half of the companies reporting.,NEGATIVE,0.6983675360679626,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-tesla-164404287.html
TSLA,"Analyst sees opportunity to transform industry. ‘We’re going to get into a $5 trillion bet,’ Ives says",POSITIVE,0.9749817848205566,https://finance.yahoo.com/news/tesla-leads-the-biggest-transformation-to-the-auto-industry-since-the-1950-s-dan-ives-says-114718961.html
TSLA,Plaid Air claims three straight wins in a quarter-mile faceoff. Tesla Model S also wins in straight-line drag races,POSITIVE,0.9930908679962158,https://finance.yahoo.com/news/tesla-model-s-plaid-lucid-air-drag-race-195013476.html
BTC,"Digital currency is ‘a tool for social justice,’ adviser says. Bitcoin is ‘a generational asset,’ says Charlene Fadire",POSITIVE,0.992746889591217,https://finance.yahoo.com/news/bitcoin-tool-for-social-justice-ex-government-regulator-turned-crypto-adviser-123417764.html
BTC,Government to release strategy on crypto regulation early next year. Several federal agencies have expressed concern over the asset class,NEGATIVE,0.920211136341095,https://finance.yahoo.com/news/white-house-to-enter-the-fray-on-crypto-regulation-with-an-eye-on-illicit-flows-080056833.html
BTC,"Largest cryptocurrency has fallen more than 50 per cent from all-time high. ‘Cryptocurrency is likely to start pulling away from assets,’ analyst says",NEGATIVE,0.9996740818023682,https://uk.finance.yahoo.com/news/bitcoin-black-friday-price-crash-164809913.html
BTC,Refinitiv correlation to S&P 500 has changed to positive since 2020.,POSITIVE,0.9987812638282776,https://ca.finance.yahoo.com/news/cryptoverse-teenage-bitcoin-throws-interest-061237683.html
BTC,"‘Now we have a non-zero correlation,’ says Nic Carter. ‘Death to Bitcoin’ may be temporary, says analyst",NEGATIVE,0.9957762360572815,https://finance.yahoo.com/news/itcoin-correlated-with-long-term-tech-stocks-coin-metrics-co-founder-213221755.html
BTC,"Digital coin has been highly correlated with Wall Street. However, bulls remain convinced it has upside to $30,000",NEGATIVE,0.9763204455375671,https://finance.yahoo.com/news/bitcoin-stuck-between-powder-keg-of-volatility-impulse-to-buy-234557953.html
